losses
41169.55859375
38953.703125
36576.15625
33821.2421875
30544.26171875
26790.466796875
23189.5859375
21442.99609375
21953.74609375
21633.357421875
20921.7578125
20888.328125
21046.431640625
21023.845703125
20891.677734375
20807.876953125
20786.03515625
20753.4921875
20703.958984375
20671.771484375
20654.87890625
20632.01171875
20597.28515625
20556.21875
20510.86328125
20459.294921875
20400.66796875
20333.767578125
20253.93359375
20153.4453125
20021.8203125
19842.1875
19583.15234375
19183.1796875
18556.033203125
18251.888671875
17760.79296875
16587.609375
16968.2421875
16644.75
16649.0
16481.33203125
16440.939453125
16519.373046875
16283.61328125
16379.587890625
16257.744140625
16263.62109375
16200.1796875
16154.376953125
16144.130859375
16082.56640625
16063.58203125
16009.375
15968.7958984375
15930.8701171875
15867.8359375
15821.9677734375
15756.826171875
15694.85546875
15627.1845703125
15545.8583984375
15463.677734375
15364.93359375
15254.07421875
15126.568359375
14972.787109375
14791.2158203125
14564.623046875
14273.6494140625
13885.8935546875
13336.30078125
12578.1328125
10891.78125
11936.12109375
10196.310546875
11057.6748046875
10108.57421875
9741.388671875
8857.279296875
11996.5869140625
10877.94921875
8810.9931640625
9489.052734375
7819.29443359375
7820.640625
7446.0205078125
7067.68359375
7645.8544921875
7550.28125
7346.0703125
7304.1103515625
7037.849609375
6898.8486328125
6783.7529296875
6189.53076171875
6610.9462890625
6688.6884765625
6087.55810546875
6548.28857421875
6483.5380859375
6227.54150390625
6458.25146484375
6243.70068359375
6293.2509765625
6381.34814453125
6184.15478515625
6302.86328125
6305.92041015625
6217.55517578125
6275.40234375
6241.82275390625
6244.91162109375
6240.49609375
6215.22607421875
6237.43017578125
6215.43017578125
6209.50830078125
6211.236328125
6201.0263671875
6200.79541015625
6189.5068359375
6189.6630859375
6185.0185546875
6176.4052734375
6175.24658203125
6169.1318359375
6165.259765625
6160.0107421875
6155.90576171875
6152.18359375
6146.689453125
6143.111328125
6138.572265625
6134.45068359375
6130.05322265625
6125.84765625
6121.9052734375
6117.4326171875
6113.43505859375
6109.26220703125
6105.1728515625
6100.9990234375
6096.91015625
6092.865234375
6088.7109375
6084.6494140625
6080.55029296875
6076.47265625
6072.36328125
6068.279296875
6064.18017578125
6060.06982421875
6055.9462890625
6051.80810546875
6047.6875
6043.52685546875
6039.3525390625
6035.169921875
6030.95751953125
6026.7314453125
6022.47705078125
6018.216796875
6013.908203125
6009.5810546875
6005.232421875
6000.84423828125
5996.43505859375
5991.966796875
5987.501953125
5982.9677734375
5978.41748046875
5973.81298828125
5969.1875
5964.4951171875
5959.7822265625
5955.0078125
5950.2119140625
5945.34912109375
5940.44921875
5935.50390625
5930.5107421875
5925.4697265625
5920.3681640625
5915.2412109375
5910.044921875
5904.806640625
5899.533203125
5894.1953125
5888.810546875
5883.3876953125
5877.91748046875
5872.3896484375
5866.837890625
5861.2314453125
5855.5849609375
5849.8974609375
5844.173828125
5838.42431640625
5832.62109375
5826.80078125
5820.9306640625
5815.0703125
5809.14404296875
5803.23095703125
5797.2724609375
5791.3125
5785.32373046875
5779.3505859375
5773.3505859375
5767.34521484375
5761.3525390625
5755.35986328125
5749.36865234375
5743.37158203125
5737.41650390625
5731.45166015625
5725.5322265625
5719.5888671875
5713.72998046875
5707.84814453125
5702.02783203125
5696.2177734375
5690.47119140625
5684.7373046875
5679.0556640625
5673.41455078125
5667.82568359375
5662.275390625
5656.7685546875
5651.328125
5645.92822265625
5640.587890625
5635.2919921875
5630.072265625
5624.884765625
5619.7724609375
5614.69921875
5609.708984375
5604.74609375
5599.873046875
5595.03564453125
5590.26171875
5585.5576171875
5580.900390625
5576.3037109375
5571.759765625
5567.28955078125
5562.85205078125
5558.4970703125
5554.16455078125
5549.9189453125
5545.7080078125
5541.560546875
5537.4609375
5533.41015625
5529.4228515625
5525.4619140625
5521.58984375
5517.7314453125
5513.9375
5510.1943359375
5506.4951171875
5502.82958984375
5499.2333984375
5495.6708984375
5492.15478515625
5488.6708984375
5485.255859375
5481.857421875
5478.5244140625
5475.2216796875
5471.94580078125
5468.7392578125
5465.55517578125
5462.41748046875
5459.3056640625
5456.2490234375
5453.22265625
5450.2333984375
5447.271484375
5444.36181640625
5441.47412109375
5438.64013671875
5435.81396484375
5433.05517578125
5430.2880859375
5427.59814453125
5424.8916015625
5422.279296875
5419.623046875
5417.0830078125
5414.48779296875
5411.99658203125
5409.47021484375
5407.0400390625
5404.5537109375
5402.19384765625
5399.7646484375
5397.44482421875
5395.0859375
5392.798828125
5390.50244140625
5388.2705078125
5386.01708984375
5383.83837890625
5381.62890625
5379.501953125
5377.32177734375
5375.26123046875
5373.1083984375
5371.095703125
5368.98974609375
5367.01025390625
5364.95361328125
5363.00341796875
5361.0
5359.07763671875
5357.1181640625
5355.2255859375
5353.3037109375
5351.4462890625
5349.56005859375
5347.740234375
5345.8837890625
5344.095703125
5342.26708984375
5340.5107421875
5338.71875
5336.994140625
5335.2177734375
